cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
ST02-014,X.Drake,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Drake Pirates"", ""value"": ""Drake Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-014.png?250701"", ""alt"": ""X.Drake"", ""localPath"": ""ST02-014.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Your Turn] If this Character is rested, your {Supernovas} or {Navy} type Leaders and Characters gain +1000 power.""}]}]",,C,ST02 - Worst Generation
ST02-015,Scalpel,EVENT,,1,-,[],"[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-015.png?250701"", ""alt"": ""Scalpel"", ""localPath"": ""ST02-015.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, set up to 1 of your DON!! cards as active.""}]}]",Set up to 2 of your DON!! cards as active.,C,ST02 - Worst Generation
ST02-016,Repel,EVENT,,2,-,[],"[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-016.png?250701"", ""alt"": ""Repel"", ""localPath"": ""ST02-016.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your DON!! cards as active.""}]}]",,C,ST02 - Worst Generation
ST02-017,Straw Sword,EVENT,,2,-,[],"[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Hawkins Pirates"", ""value"": ""Hawkins Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-017.png?250701"", ""alt"": ""Straw Sword"", ""localPath"": ""ST02-017.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] Rest up to 1 of your opponent's Characters.""}]}]",Play up to 1 {Supernovas} type card with a cost of 2 or less from your hand.,C,ST02 - Worst Generation
ST03-001,Crocodile,LEADER,5,,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-001.png?250701"", ""alt"": ""Crocodile"", ""localPath"": ""ST03-001.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] DON!! \u22124 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Return up to 1 Character with a cost of 5 or less to the owner's hand.""}]}]",,L,ST03 - The Seven Warlords of the Sea
ST03-002,Edward Weevil,CHARACTER,,3,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-002.png?250701"", ""alt"": ""Edward Weevil"", ""localPath"": ""ST03-002.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-003,Crocodile,CHARACTER,,5,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-003.png?250701"", ""alt"": ""Crocodile"", ""localPath"": ""ST03-003.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.""}]}]",,SR,ST03 - The Seven Warlords of the Sea
ST03-004,Gecko Moria,CHARACTER,,4,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-004.png?250701"", ""alt"": ""Gecko Moria"", ""localPath"": ""ST03-004.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Add up to 1 {The Seven Warlords of the Sea} or {Thriller Bark Pirates} type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-005,Dracule Mihawk,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-005.png?250701"", ""alt"": ""Dracule Mihawk"", ""localPath"": ""ST03-005.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-006,Jinbe,CHARACTER,,2,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""The Sun Pirates"", ""value"": ""The Sun Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-006.png?250701"", ""alt"": ""Jinbe"", ""localPath"": ""ST03-006.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-007,Sentomaru,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-007.png?250701"", ""alt"": ""Sentomaru"", ""localPath"": ""ST03-007.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Activate: Main] [Once Per Turn] \u2781 (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-008,Trafalgar Law,CHARACTER,,1,1000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008.png?250701"", ""alt"": ""Trafalgar Law"", ""localPath"": ""ST03-008.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-009,Donquixote Doflamingo,CHARACTER,,7,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-009.png?250701"", ""alt"": ""Donquixote Doflamingo"", ""localPath"": ""ST03-009.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Return up to 1 Character with a cost of 7 or less to the owner's hand.""}]}]",,SR,ST03 - The Seven Warlords of the Sea
ST03-010,Bartholomew Kuma,CHARACTER,,2,3000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-010.png?250701"", ""alt"": ""Bartholomew Kuma"", ""localPath"": ""ST03-010.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Look at 3 cards from the top of your deck and return them to the top or bottom of the deck in any order.""}]}]",Play this card.,C,ST03 - The Seven Warlords of the Sea
ST03-011,Buggy,CHARACTER,,1,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Buggy""s Delivery"", ""value"": ""Buggy""s Delivery""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-011.png?250701"", ""alt"": ""Buggy"", ""localPath"": ""ST03-011.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-012,Pacifista,CHARACTER,,4,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Biological Weapon"", ""value"": ""Biological Weapon""}, {""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-012.png?250701"", ""alt"": ""Pacifista"", ""localPath"": ""ST03-012.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-013,Boa Hancock,CHARACTER,,3,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-013.png?250701"", ""alt"": ""Boa Hancock"", ""localPath"": ""ST03-013.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",Play this card.,C,ST03 - The Seven Warlords of the Sea
ST03-014,Marshall.D.Teach,CHARACTER,,4,4000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Blackbeard Pirates"", ""value"": ""Blackbeard Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-014.png?250701"", ""alt"": ""Marshall.D.Teach"", ""localPath"": ""ST03-014.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-015,Sables,EVENT,,4,-,[],"[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-015.png?250701"", ""alt"": ""Sables"", ""localPath"": ""ST03-015.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] Return up to 1 Character with a cost of 7 or less to the owner's hand.""}]}]",Activate this card's [Main] effect.,C,ST03 - The Seven Warlords of the Sea
ST03-016,Thrust Pad Cannon,EVENT,,2,-,[],"[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-016.png?250701"", ""alt"": ""Thrust Pad Cannon"", ""localPath"": ""ST03-016.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Return up to 1 Character with a cost of 3 or less to the owner's hand.""}]}]",Activate this card's [Counter] effect.,C,ST03 - The Seven Warlords of the Sea
ST03-017,Love-Love Mellow,EVENT,,2,-,[],"[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-017.png?250701"", ""alt"": ""Love-Love Mellow"", ""localPath"": ""ST03-017.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 1 card if you have 3 or less cards in your hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST04-001,Kaido,LEADER,5,,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-001.png?250701"", ""alt"": ""Kaido"", ""localPath"": ""ST04-001.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] DON!! \u22127 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Trash up to 1 of your opponent's Life cards.""}]}]",,L,ST04 - Animal Kingdom Pirates
ST04-002,Ulti,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-002.png?250701"", ""alt"": ""Ulti"", ""localPath"": ""ST04-002.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Page One] card with a cost of 4 or less from your hand.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-003,Kaido,CHARACTER,,9,10000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-003.png?250701"", ""alt"": ""Kaido"", ""localPath"": ""ST04-003.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22125 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)""}]}]",,SR,ST04 - Animal Kingdom Pirates
ST04-004,King,CHARACTER,,6,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-004.png?250701"", ""alt"": ""King"", ""localPath"": ""ST04-004.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 4 or less.""}]}]",,SR,ST04 - Animal Kingdom Pirates
ST04-005,Queen,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-005.png?250701"", ""alt"": ""Queen"", ""localPath"": ""ST04-005.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-006,Sasaki,CHARACTER,,3,4000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-006.png?250701"", ""alt"": ""Sasaki"", ""localPath"": ""ST04-006.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 1 card.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-007,Sheepshead,CHARACTER,,2,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}, {""name"": ""Smile"", ""value"": ""Smile""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-007.png?250701"", ""alt"": ""Sheepshead"", ""localPath"": ""ST04-007.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-008,Jack,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-008.png?250701"", ""alt"": ""Jack"", ""localPath"": ""ST04-008.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-009,Ginrummy,CHARACTER,,1,3000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}, {""name"": ""Smile"", ""value"": ""Smile""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-009.png?250701"", ""alt"": ""Ginrummy"", ""localPath"": ""ST04-009.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-010,Who's.Who,CHARACTER,,3,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-010.png?250701"", ""alt"": ""Who""s.Who"", ""localPath"": ""ST04-010.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",Play this card.,C,ST04 - Animal Kingdom Pirates
ST04-011,Black Maria,CHARACTER,,2,2000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-011.png?250701"", ""alt"": ""Black Maria"", ""localPath"": ""ST04-011.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-012,Page One,CHARACTER,,4,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-012.png?250701"", ""alt"": ""Page One"", ""localPath"": ""ST04-012.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-013,X.Drake,CHARACTER,,3,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Drake Pirates"", ""value"": ""Drake Pirates""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-013.png?250701"", ""alt"": ""X.Drake"", ""localPath"": ""ST04-013.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-014,"Lead Performer ""Disaster""",EVENT,,4,-,[],"[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-014.png?250701"", ""alt"": ""Lead Performer ""Disaster"""", ""localPath"": ""ST04-014.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] Draw 1 card, then add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",Activate this card's [Main] effect.,C,ST04 - Animal Kingdom Pirates
ST04-015,Brachio Bomber,EVENT,,6,-,[],"[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-015.png?250701"", ""alt"": ""Brachio Bomber"", ""localPath"": ""ST04-015.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] K.O. up to 1 of your opponent's Characters with a cost of 6 or less, then add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",Add up to 1 DON!! card from your DON!! deck and set it as active.,C,ST04 - Animal Kingdom Pirates
ST04-016,Blast Breath,EVENT,,1,-,[],"[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-016.png?250701"", ""alt"": ""Blast Breath"", ""localPath"": ""ST04-016.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-017,Onigashima Island,STAGE,,3,-,[],"[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-017.png?250701"", ""alt"": ""Onigashima Island"", ""localPath"": ""ST04-017.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may rest this Stage: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST05-001,Shanks,LEADER,5,,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""FILM"", ""value"": ""FILM""}, {""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST05-001.png?250701"", ""alt"": ""Shanks"", ""localPath"": ""ST05-001.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] DON!! \u22123 (You may return the specified number of DON!! cards from your field to your DON!! deck.): All of your {FILM} type Characters gain +2000 power during this turn.""}]}]",,L,ST05 - One Piece Film Edition
ST05-002,Ain,CHARACTER,,4,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}, {""name"": ""Neo Navy"", ""value"": ""Neo Navy""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST05-002.png?250701"", ""alt"": ""Ain"", ""localPath"": ""ST05-002.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,C,ST05 - One Piece Film Edition
ST05-003,Ann,CHARACTER,,2,3000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}, {""name"": ""The Pirates Fest"", ""value"": ""The Pirates Fest""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST05-003.png?250701"", ""alt"": ""Ann"", ""localPath"": ""ST05-003.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,ST05 - One Piece Film Edition
ST05-004,Uta,CHARACTER,,4,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST05-004.png?250701"", ""alt"": ""Uta"", ""localPath"": ""ST05-004.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.""}]}]",,SR,ST05 - One Piece Film Edition
