cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effect_description,trigger_description,has_trigger,trigger_effect,rarity,set
OP09-017,Wire,CHARACTER,,4,7000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",2000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-017.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-018,Get Out of Here!,EVENT,,3,,[],"[{""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-018.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-019,Nobody Hurts a Friend of Mine!!!!,EVENT,,2,22123000,[],"[{""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-019.png?250701"", ""artist"": """", ""is_default"": true}]",,Draw 1 card.,True,,C,OP09 - Emperors in the New World
OP09-020,Come On!! We'll Fight You!!,EVENT,,1,,[],"[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-020.png?250701\"", \""alt\"": \""Come On!! We\""ll Fight You!!\"", \""localPath\"": \""OP09-020.jpg\""}]"", ""artist"": """", ""is_default"": true}]",,Draw 1 card.,True,,C,OP09 - Emperors in the New World
OP09-021,Red Force,STAGE,,2,22121000,[],"[{""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-021.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-022,Lim,LEADER,4,,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}, {""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-022.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-022_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-023,Adio,CHARACTER,,9,2000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-023.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-023_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-024,Usopp,CHARACTER,,4,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-024.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-025,Crocodile,CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-025.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-026,Sakazuki,CHARACTER,,6,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Navy"", ""value"": ""Navy""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-026.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-027,Sabo,CHARACTER,,5,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-027.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-028,Sanji,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-028.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-029,Tony Tony.Chopper,CHARACTER,,3,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-029.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-030,Trafalgar Law,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-030.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-031,Donquixote Doflamingo,CHARACTER,,5,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-031.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-032,Donquixote Rosinante,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-032.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-033,Nico Robin,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-033.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-034,Perona,CHARACTER,,1,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Muggy Kingdom"", ""value"": ""Muggy Kingdom""}, {""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-034.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-034_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-035,Portgas.D.Ace,CHARACTER,,5,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-035.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-036,Monkey.D.Luffy,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-036.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-037,Lim,CHARACTER,,3,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-037.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-037_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-038,Rob Lucci,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""CP9"", ""value"": ""CP9""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-038.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-039,Gum-Gum Cuatro Jet Cross Shock Bazooka,EVENT,,1,2000,[],"[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-039.png?250701"", ""artist"": """", ""is_default"": true}]",,K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,True,,C,OP09 - Emperors in the New World
OP09-040,Thunder Lance Flip Caliber Phoenix Shot,EVENT,,3,,[],"[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-040.png?250701"", ""artist"": """", ""is_default"": true}]",,Rest up to 1 of your opponent's Characters with a cost of 4 or less.,True,,C,OP09 - Emperors in the New World
OP09-041,Soul Franky Swing Arm Boxing Solid,EVENT,,1,2000,[],"[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-041.png?250701"", ""artist"": """", ""is_default"": true}]",,Rest up to 1 of your opponent's Characters with a cost of 4 or less.,True,,C,OP09 - Emperors in the New World
OP09-042,Buggy,LEADER,5,,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-042.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-042_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-042_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-043,Alvida,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-043.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-044,Izo,CHARACTER,,3,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-044.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-045,Cabaji,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-045.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-046,Crocodile,CHARACTER,,7,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}, {""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-046.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-046_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-047,Kouzuki Oden,CHARACTER,,9,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-047.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-048,Dracule Mihawk,CHARACTER,,6,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-048.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-048_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-049,Jozu,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-049.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-051,Buggy,CHARACTER,,10,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-051.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-051_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-051_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-051_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-052,Marco,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-052.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-053,Mohji,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-053.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-054,Richie,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-054.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-055,Mr.1(Daz.Bonez),CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}, {""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-055.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-056,Mr.3(Galdino),CHARACTER,,1,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}, {""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-056.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-057,Cross Guild,EVENT,,1,,[],"[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-057.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,OP09 - Emperors in the New World
OP09-058,Special Muggy Ball,EVENT,,2,,[],"[{""name"": ""Buggy Pirates"", ""value"": ""Buggy Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-058.png?250701"", ""artist"": """", ""is_default"": true}]",,Return up to 1 Character with a cost of 3 or less to the owner's hand.,True,,C,OP09 - Emperors in the New World
OP09-059,Murder at the Steam Bath,EVENT,,2,3000,[],"[{""name"": ""Buggy Pirates"", ""value"": ""Buggy Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-059.png?250701"", ""artist"": """", ""is_default"": true}]",,Draw 1 card.,True,,C,OP09 - Emperors in the New World
OP09-060,Emptee Bluffs Island,STAGE,,1,,[],"[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-060.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-061,Monkey.D.Luffy,LEADER,4,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}, {""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-061.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-061_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-061_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-062,Nico Robin,LEADER,4,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-062.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-062_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
OP09-063,Usopp,CHARACTER,,4,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-063.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-064,Killer,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-064.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-066,Jean Bart,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-066.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-067,Jinbe,CHARACTER,,7,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-067.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-068,Tony Tony.Chopper,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-068.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-070,Nami,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-070.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-071,Nico Robin,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-071.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP09 - Emperors in the New World
OP09-072,Franky,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-072.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP09-072_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP09 - Emperors in the New World
